query_id,query,positive_standard,positive_title,product,description,style,specificity,source_fields,hard_negative_codes,review_status,review_notes
fcq_is_4860_1968_07,"brick, flooring",IS 4860: 1968,ACID – RESISTANT BRICKS,brick,flooring,boq_short,general_but_sufficient,canonical_product;application,IS 5779: 1986;IS 2222: 1991;IS 2116: 1980;IS 3037: 1986,generated_from_metadata,
fcq_is_4860_1968_08,bricks for flooring,IS 4860: 1968,ACID – RESISTANT BRICKS,bricks,flooring,alias,general_but_sufficient,product_aliases;application,IS 5779: 1986;IS 2222: 1991;IS 2116: 1980;IS 3037: 1986,generated_from_metadata,
fcq_is_4860_1968_09,building brick for flooring,IS 4860: 1968,ACID – RESISTANT BRICKS,building brick,flooring,alias,general_but_sufficient,product_aliases;application,IS 5779: 1986;IS 2222: 1991;IS 2116: 1980;IS 3037: 1986,generated_from_metadata,
fcq_is_4860_1968_10,building bricks for flooring,IS 4860: 1968,ACID – RESISTANT BRICKS,building bricks,flooring,alias,general_but_sufficient,product_aliases;application,IS 5779: 1986;IS 2222: 1991;IS 2116: 1980;IS 3037: 1986,generated_from_metadata,
fcq_is_4885_1988_01,SEWER BRICKS standard,IS 4885: 1988,SEWER BRICKS,brick,SEWER BRICKS,product_only,specific,primary_subject,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_02,brick required to carry sewage,IS 4885: 1988,SEWER BRICKS,brick,required to carry sewage,product_function,specific,canonical_product;function,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_03,brick for sewerage,IS 4885: 1988,SEWER BRICKS,brick,for sewerage,product_application,specific,canonical_product;application,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_04,clay brick for sewerage,IS 4885: 1988,SEWER BRICKS,brick,clay product for sewerage,material_application,specific,canonical_product;material;application,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_05,Supply brick meeting Indian Standard requirements for sewerage; carry sewage; clay,IS 4885: 1988,SEWER BRICKS,brick,sewerage; carry sewage; clay,tender_sentence,specific,canonical_product;application;function;material,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_06,Need the Indian Standard covering SEWER BRICKS,IS 4885: 1988,SEWER BRICKS,brick,SEWER BRICKS,natural_language,specific,title,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_07,"brick, sewerage",IS 4885: 1988,SEWER BRICKS,brick,sewerage,boq_short,general_but_sufficient,canonical_product;application,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_08,bricks for sewerage,IS 4885: 1988,SEWER BRICKS,bricks,sewerage,alias,general_but_sufficient,product_aliases;application,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_09,building brick for sewerage,IS 4885: 1988,SEWER BRICKS,building brick,sewerage,alias,general_but_sufficient,product_aliases;application,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4885_1988_10,building bricks for sewerage,IS 4885: 1988,SEWER BRICKS,building bricks,sewerage,alias,general_but_sufficient,product_aliases;application,IS 2691: 1988;IS 3583: 1988;IS 771 (Part 1): 1979;IS 3438: 1994,generated_from_metadata,
fcq_is_4891_1988_01,PREFERRED CUT SIZES OF STRUCTURAL TIMBER standard,IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,timber,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,product_only,specific,primary_subject,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4891_1988_02,timber for roofing,IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,timber,for roofing,product_application,specific,canonical_product;application,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4891_1988_03,timber timber for roofing,IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,timber,timber product for roofing,material_application,specific,canonical_product;material;application,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4891_1988_04,Supply timber meeting Indian Standard requirements for roofing; timber,IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,timber,roofing; timber,tender_sentence,specific,canonical_product;application;material,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4891_1988_05,Need the Indian Standard covering PREFERRED CUT SIZES OF STRUCTURAL TIMBER,IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,timber,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,natural_language,specific,title,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4891_1988_06,"timber, roofing",IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,timber,roofing,boq_short,general_but_sufficient,canonical_product;application,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4891_1988_07,sawn timber for roofing,IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,sawn timber,roofing,alias,general_but_sufficient,product_aliases;application,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4891_1988_08,timbers for roofing,IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,timbers,roofing,alias,general_but_sufficient,product_aliases;application,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4891_1988_09,wooden sleeper for roofing,IS 4891: 1988,PREFERRED CUT SIZES OF STRUCTURAL TIMBER,wooden sleeper,roofing,alias,general_but_sufficient,product_aliases;application,IS 2372: 2004;IS 1326: 1992;IS 6198: 1992;IS 1278: 1972,generated_from_metadata,
fcq_is_4923_1997_01,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE standard,IS 4923: 1997,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,steel section,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,product_only,specific,primary_subject,IS 811: 1987;IS 1079: 1994;IS 724: 1964;IS 5384: 1985,generated_from_metadata,
fcq_is_4923_1997_02,steel steel section,IS 4923: 1997,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,steel section,steel construction or composition,product_material,specific,canonical_product;material,IS 811: 1987;IS 1079: 1994;IS 724: 1964;IS 5384: 1985,generated_from_metadata,
fcq_is_4923_1997_03,Supply steel section meeting Indian Standard requirements for steel,IS 4923: 1997,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,steel section,steel,tender_sentence,specific,canonical_product;material,IS 811: 1987;IS 1079: 1994;IS 724: 1964;IS 5384: 1985,generated_from_metadata,
fcq_is_4923_1997_04,Need the Indian Standard covering HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,IS 4923: 1997,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,steel section,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,natural_language,specific,title,IS 811: 1987;IS 1079: 1994;IS 724: 1964;IS 5384: 1985,generated_from_metadata,
fcq_is_4923_1997_05,flange steel section for steel,IS 4923: 1997,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,flange steel section,steel,alias,general_but_sufficient,product_aliases;material,IS 811: 1987;IS 1079: 1994;IS 724: 1964;IS 5384: 1985,generated_from_metadata,
fcq_is_4923_1997_06,steel sections for steel,IS 4923: 1997,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,steel sections,steel,alias,general_but_sufficient,product_aliases;material,IS 811: 1987;IS 1079: 1994;IS 724: 1964;IS 5384: 1985,generated_from_metadata,
fcq_is_4923_1997_07,tee bar for steel,IS 4923: 1997,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,tee bar,steel,alias,general_but_sufficient,product_aliases;material,IS 811: 1987;IS 1079: 1994;IS 724: 1964;IS 5384: 1985,generated_from_metadata,
fcq_is_4948_2002_01,WELDED STEEL WIRE FABRIC FOR GENERAL USE standard,IS 4948: 2002,WELDED STEEL WIRE FABRIC FOR GENERAL USE,wire fabric,WELDED STEEL WIRE FABRIC FOR GENERAL USE,product_only,specific,primary_subject,IS 1566: 1982;IS 1019: 1974;IS 3466: 1988;IS 3847: 1992,generated_from_metadata,
fcq_is_4948_2002_02,wire fabric for door and window construction,IS 4948: 2002,WELDED STEEL WIRE FABRIC FOR GENERAL USE,wire fabric,for door and window construction,product_application,specific,canonical_product;application,IS 1566: 1982;IS 1019: 1974;IS 3466: 1988;IS 3847: 1992,generated_from_metadata,
fcq_is_4948_2002_03,steel wire fabric for door and window construction,IS 4948: 2002,WELDED STEEL WIRE FABRIC FOR GENERAL USE,wire fabric,steel product for door and window construction,material_application,specific,canonical_product;material;application,IS 1566: 1982;IS 1019: 1974;IS 3466: 1988;IS 3847: 1992,generated_from_metadata,
fcq_is_4948_2002_04,Supply wire fabric meeting Indian Standard requirements for door and window construction; steel,IS 4948: 2002,WELDED STEEL WIRE FABRIC FOR GENERAL USE,wire fabric,door and window construction; steel,tender_sentence,specific,canonical_product;application;material,IS 1566: 1982;IS 1019: 1974;IS 3466: 1988;IS 3847: 1992,generated_from_metadata,
fcq_is_4948_2002_05,Need the Indian Standard covering WELDED STEEL WIRE FABRIC FOR GENERAL USE,IS 4948: 2002,WELDED STEEL WIRE FABRIC FOR GENERAL USE,wire fabric,WELDED STEEL WIRE FABRIC FOR GENERAL USE,natural_language,specific,title,IS 1566: 1982;IS 1019: 1974;IS 3466: 1988;IS 3847: 1992,generated_from_metadata,
fcq_is_4948_2002_06,"wire fabric, door and window construction",IS 4948: 2002,WELDED STEEL WIRE FABRIC FOR GENERAL USE,wire fabric,door and window construction,boq_short,general_but_sufficient,canonical_product;application,IS 1566: 1982;IS 1019: 1974;IS 3466: 1988;IS 3847: 1992,generated_from_metadata,
fcq_is_4962_1968_01,WOODEN SIDE SLIDING DOORS standard,IS 4962: 1968,WOODEN SIDE SLIDING DOORS,door,WOODEN SIDE SLIDING DOORS,product_only,specific,primary_subject,IS 10451: 1983;IS 208: 1996;IS 1019: 1974;IS 10521: 1983,generated_from_metadata,
fcq_is_4962_1968_02,Need the Indian Standard covering WOODEN SIDE SLIDING DOORS,IS 4962: 1968,WOODEN SIDE SLIDING DOORS,door,WOODEN SIDE SLIDING DOORS,natural_language,specific,title,IS 10451: 1983;IS 208: 1996;IS 1019: 1974;IS 10521: 1983,generated_from_metadata,
fcq_is_4972_1968_01,RESISTANCE SPOT – WELDING ELECTRODES standard,IS 4972: 1968,RESISTANCE SPOT – WELDING ELECTRODES,electrode,RESISTANCE SPOT – WELDING ELECTRODES,product_only,specific,primary_subject,IS 5511: 1991;IS 1395: 1982;IS 204 (Part 2): 1992;IS 702: 1988,generated_from_metadata,
fcq_is_4972_1968_02,aluminium electrode,IS 4972: 1968,RESISTANCE SPOT – WELDING ELECTRODES,electrode,aluminium construction or composition,product_material,specific,canonical_product;material,IS 5511: 1991;IS 1395: 1982;IS 204 (Part 2): 1992;IS 702: 1988,generated_from_metadata,
fcq_is_4972_1968_03,Supply electrode meeting Indian Standard requirements for aluminium,IS 4972: 1968,RESISTANCE SPOT – WELDING ELECTRODES,electrode,aluminium,tender_sentence,specific,canonical_product;material,IS 5511: 1991;IS 1395: 1982;IS 204 (Part 2): 1992;IS 702: 1988,generated_from_metadata,
fcq_is_4972_1968_04,Need the Indian Standard covering RESISTANCE SPOT – WELDING ELECTRODES,IS 4972: 1968,RESISTANCE SPOT – WELDING ELECTRODES,electrode,RESISTANCE SPOT – WELDING ELECTRODES,natural_language,specific,title,IS 5511: 1991;IS 1395: 1982;IS 204 (Part 2): 1992;IS 702: 1988,generated_from_metadata,
fcq_is_4972_1968_05,electrodes for aluminium,IS 4972: 1968,RESISTANCE SPOT – WELDING ELECTRODES,electrodes,aluminium,alias,general_but_sufficient,product_aliases;material,IS 5511: 1991;IS 1395: 1982;IS 204 (Part 2): 1992;IS 702: 1988,generated_from_metadata,
fcq_is_4984_1995_01,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY standard,IS 4984: 1995,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,pipe,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,product_only,specific,primary_subject,IS 14333: 1996;IS 3076: 1985;IS 3004: 1979;IS 2998: 1982,generated_from_metadata,
fcq_is_4984_1995_02,HDPE pipe for water supply,IS 4984: 1995,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,pipe,HDPE product for water supply,material_application,specific,canonical_product;material;application,IS 14333: 1996;IS 3076: 1985;IS 3004: 1979;IS 2998: 1982,generated_from_metadata,
fcq_is_4984_1995_03,Supply pipe meeting Indian Standard requirements for water supply; HDPE,IS 4984: 1995,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,pipe,water supply; HDPE,tender_sentence,specific,canonical_product;application;material,IS 14333: 1996;IS 3076: 1985;IS 3004: 1979;IS 2998: 1982,generated_from_metadata,
fcq_is_4984_1995_04,Need the Indian Standard covering HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,IS 4984: 1995,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,pipe,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,natural_language,specific,title,IS 14333: 1996;IS 3076: 1985;IS 3004: 1979;IS 2998: 1982,generated_from_metadata,
fcq_is_4984_1995_05,"pipe, water supply",IS 4984: 1995,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,pipe,water supply,boq_short,general_but_sufficient,canonical_product;application,IS 14333: 1996;IS 3076: 1985;IS 3004: 1979;IS 2998: 1982,generated_from_metadata,
fcq_is_4984_1995_06,casing pipe for water supply,IS 4984: 1995,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,casing pipe,water supply,alias,general_but_sufficient,product_aliases;application,IS 14333: 1996;IS 3076: 1985;IS 3004: 1979;IS 2998: 1982,generated_from_metadata,
fcq_is_4984_1995_07,grp pipe for water supply,IS 4984: 1995,HIGH DENSITY POLYETHYLENE PIPES FOR WATER SUPPLY,grp pipe,water supply,alias,general_but_sufficient,product_aliases;application,IS 14333: 1996;IS 3076: 1985;IS 3004: 1979;IS 2998: 1982,generated_from_metadata,
fcq_is_4985_2000_01,UNPLASTICIZED PVC PIPES FOR POTABLE WATER SUPPLIES standard,IS 4985: 2000,UNPLASTICIZED PVC PIPES FOR POTABLE WATER SUPPLIES,pipe,UNPLASTICIZED PVC PIPES FOR POTABLE WATER SUPPLIES,product_only,specific,primary_subject,IS 404 (Part 1): 1993;IS 14182: 1994;IS 4346: 1982;IS 5897: 1985,generated_from_metadata,
fcq_is_4985_2000_02,Need the Indian Standard covering UNPLASTICIZED PVC PIPES FOR POTABLE WATER SUPPLIES,IS 4985: 2000,UNPLASTICIZED PVC PIPES FOR POTABLE WATER SUPPLIES,pipe,UNPLASTICIZED PVC PIPES FOR POTABLE WATER SUPPLIES,natural_language,specific,title,IS 404 (Part 1): 1993;IS 14182: 1994;IS 4346: 1982;IS 5897: 1985,generated_from_metadata,
fcq_is_4990_1993_01,Need the Indian Standard covering PLYWOOD FOR CONCRETE SHUTTERING WORK,IS 4990: 1993,PLYWOOD FOR CONCRETE SHUTTERING WORK,board,PLYWOOD FOR CONCRETE SHUTTERING WORK,natural_language,specific,title,IS 852: 1994;IS 5509: 2000;IS 851: 1978;IS 10360: 1982,generated_from_metadata,
fcq_is_4992_1975_01,DOOR HANDLES FOR MORTICE LOCKS standard,IS 4992: 1975,DOOR HANDLES FOR MORTICE LOCKS,door,DOOR HANDLES FOR MORTICE LOCKS,product_only,specific,primary_subject,IS 8760: 1978;IS 3828: 1966;IS 2209: 1976;IS 2116: 1980,generated_from_metadata,
fcq_is_4992_1975_02,Need the Indian Standard covering DOOR HANDLES FOR MORTICE LOCKS,IS 4992: 1975,DOOR HANDLES FOR MORTICE LOCKS,door,DOOR HANDLES FOR MORTICE LOCKS,natural_language,specific,title,IS 8760: 1978;IS 3828: 1966;IS 2209: 1976;IS 2116: 1980,generated_from_metadata,
fcq_is_513_1994_01,COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS standard,IS 513: 1994,COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS,steel sheet,COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS,product_only,specific,primary_subject,IS 1079: 1994;IS 7226: 1974;IS 7887: 1992;IS 1326: 1992,generated_from_metadata,
fcq_is_513_1994_02,Need the Indian Standard covering COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS,IS 513: 1994,COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS,steel sheet,COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS,natural_language,specific,title,IS 1079: 1994;IS 7226: 1974;IS 7887: 1992;IS 1326: 1992,generated_from_metadata,
fcq_is_5187_1972_01,FLUSH BOLTS standard,IS 5187: 1972,FLUSH BOLTS,bolt,FLUSH BOLTS,product_only,specific,primary_subject,IS 4621: 1975;IS 730: 1978;IS 3828: 1966;IS 702: 1988,generated_from_metadata,
fcq_is_5187_1972_02,Need the Indian Standard covering FLUSH BOLTS,IS 5187: 1972,FLUSH BOLTS,bolt,FLUSH BOLTS,natural_language,specific,title,IS 4621: 1975;IS 730: 1978;IS 3828: 1966;IS 702: 1988,generated_from_metadata,
fcq_is_5246_2000_01,CONIFEROUS LOGS standard,IS 5246: 2000,CONIFEROUS LOGS,timber,CONIFEROUS LOGS,product_only,specific,primary_subject,IS 7308: 1999;IS 190: 1991;IS 9893: 1981;IS 269: 1989,generated_from_metadata,
fcq_is_5246_2000_02,Need the Indian Standard covering CONIFEROUS LOGS,IS 5246: 2000,CONIFEROUS LOGS,timber,CONIFEROUS LOGS,natural_language,specific,title,IS 7308: 1999;IS 190: 1991;IS 9893: 1981;IS 269: 1989,generated_from_metadata,
fcq_is_5369_1975_01,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS standard,IS 5369: 1975,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,washer,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,product_only,specific,primary_subject,IS 8869: 1978;IS 739: 1992;IS 3438: 1994;IS 740: 1977,generated_from_metadata,
fcq_is_5369_1975_02,Need the Indian Standard covering GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,IS 5369: 1975,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,washer,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,natural_language,specific,title,IS 8869: 1978;IS 739: 1992;IS 3438: 1994;IS 740: 1977,generated_from_metadata,
fcq_is_5369_1975_03,plain washer for GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,IS 5369: 1975,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,plain washer,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,alias,general_but_sufficient,product_aliases;primary_subject,IS 8869: 1978;IS 739: 1992;IS 3438: 1994;IS 740: 1977,generated_from_metadata,
fcq_is_5369_1975_04,washers for GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,IS 5369: 1975,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,washers,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,alias,general_but_sufficient,product_aliases;primary_subject,IS 8869: 1978;IS 739: 1992;IS 3438: 1994;IS 740: 1977,generated_from_metadata,
fcq_is_5374_1975_01,TAPER WASHERS FOR I-BEAMS (ISMB) standard,IS 5374: 1975,TAPER WASHERS FOR I-BEAMS (ISMB),washer,TAPER WASHERS FOR I-BEAMS (ISMB),product_only,specific,primary_subject,IS 5372: 1975;IS 5373: 1969;IS 1823: 1980;IS 2585: 1968,generated_from_metadata,
fcq_is_5374_1975_02,Need the Indian Standard covering TAPER WASHERS FOR I-BEAMS (ISMB),IS 5374: 1975,TAPER WASHERS FOR I-BEAMS (ISMB),washer,TAPER WASHERS FOR I-BEAMS (ISMB),natural_language,specific,title,IS 5372: 1975;IS 5373: 1969;IS 1823: 1980;IS 2585: 1968,generated_from_metadata,
fcq_is_5374_1975_03,plain washer for TAPER WASHERS FOR I-BEAMS (ISMB),IS 5374: 1975,TAPER WASHERS FOR I-BEAMS (ISMB),plain washer,TAPER WASHERS FOR I-BEAMS (ISMB),alias,general_but_sufficient,product_aliases;primary_subject,IS 5372: 1975;IS 5373: 1969;IS 1823: 1980;IS 2585: 1968,generated_from_metadata,
fcq_is_5374_1975_04,washers for TAPER WASHERS FOR I-BEAMS (ISMB),IS 5374: 1975,TAPER WASHERS FOR I-BEAMS (ISMB),washers,TAPER WASHERS FOR I-BEAMS (ISMB),alias,general_but_sufficient,product_aliases;primary_subject,IS 5372: 1975;IS 5373: 1969;IS 1823: 1980;IS 2585: 1968,generated_from_metadata,
fcq_is_5437_1994_01,"FIGURED, ROLLED AND WIRED GLASS standard",IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass,"FIGURED, ROLLED AND WIRED GLASS",product_only,specific,primary_subject,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5437_1994_02,glass for door and window construction,IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass,for door and window construction,product_application,specific,canonical_product;application,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5437_1994_03,steel glass for door and window construction,IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass,steel product for door and window construction,material_application,specific,canonical_product;material;application,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5437_1994_04,Supply glass meeting Indian Standard requirements for door and window construction; steel,IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass,door and window construction; steel,tender_sentence,specific,canonical_product;application;material,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5437_1994_05,"Need the Indian Standard covering FIGURED, ROLLED AND WIRED GLASS",IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass,"FIGURED, ROLLED AND WIRED GLASS",natural_language,specific,title,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5437_1994_06,"glass, door and window construction",IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass,door and window construction,boq_short,general_but_sufficient,canonical_product;application,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5437_1994_07,glass fiber for door and window construction,IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass fiber,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5437_1994_08,glass fibre for door and window construction,IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass fibre,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5437_1994_09,glass fibre reinforced for door and window construction,IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",glass fibre reinforced,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 3438: 1994;IS 2835: 1987;IS 3828: 1966;IS 8183: 1993,generated_from_metadata,
fcq_is_5504_1997_01,SPIRAL WELDED PIPES standard,IS 5504: 1997,SPIRAL WELDED PIPES,pipe,SPIRAL WELDED PIPES,product_only,specific,primary_subject,IS 2062: 1999;IS 280: 1978;IS 1929: 1982;IS 3629: 1986,generated_from_metadata,
fcq_is_5504_1997_02,Need the Indian Standard covering SPIRAL WELDED PIPES,IS 5504: 1997,SPIRAL WELDED PIPES,pipe,SPIRAL WELDED PIPES,natural_language,specific,title,IS 2062: 1999;IS 280: 1978;IS 1929: 1982;IS 3629: 1986,generated_from_metadata,
fcq_is_5509_2000_01,Need the Indian Standard covering FIRE RETARDANT PLYWOOD,IS 5509: 2000,FIRE RETARDANT PLYWOOD,board,FIRE RETARDANT PLYWOOD,natural_language,specific,title,IS 13958: 1994;IS 4990: 1993;IS 190: 1991;IS 10394: 1982,generated_from_metadata,
fcq_is_5511_1991_01,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON standard,IS 5511: 1991,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,electrode,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,product_only,specific,primary_subject,IS 1395: 1982;IS 4972: 1968;IS 1230: 1979;IS 8887: 2004,generated_from_metadata,
fcq_is_5511_1991_02,cast iron electrode,IS 5511: 1991,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,electrode,cast iron construction or composition,product_material,specific,canonical_product;material,IS 1395: 1982;IS 4972: 1968;IS 1230: 1979;IS 8887: 2004,generated_from_metadata,
fcq_is_5511_1991_03,Supply electrode meeting Indian Standard requirements for cast iron,IS 5511: 1991,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,electrode,cast iron,tender_sentence,specific,canonical_product;material,IS 1395: 1982;IS 4972: 1968;IS 1230: 1979;IS 8887: 2004,generated_from_metadata,
fcq_is_5511_1991_04,Need the Indian Standard covering COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,IS 5511: 1991,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,electrode,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,natural_language,specific,title,IS 1395: 1982;IS 4972: 1968;IS 1230: 1979;IS 8887: 2004,generated_from_metadata,
fcq_is_5511_1991_05,electrodes for cast iron,IS 5511: 1991,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,electrodes,cast iron,alias,general_but_sufficient,product_aliases;material,IS 1395: 1982;IS 4972: 1968;IS 1230: 1979;IS 8887: 2004,generated_from_metadata,
fcq_is_5539_1969_01,board for roofing,IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",board,for roofing,product_application,specific,canonical_product;application,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
fcq_is_5539_1969_02,timber board for roofing,IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",board,timber product for roofing,material_application,specific,canonical_product;material;application,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
